Loaded 150 EVs from /Users/ankitkumarsingh/Desktop/MMTP/Optimal_cost_reduction_in_electric_vehicle_Using_Priority_scheduling_and_Optimisation/evs_150.csv
=== SJF Admission ===

Total EVs: 150, Available chargers: 30
Gen 199 improved best J -> -0.18894821 (mean: -0.18694728, std: 0.00538844, diversity: 4.9324)
DEBUG Gen 200: invalid_inds_count=100
Gen 200 improved best J -> -0.18894903 (mean: -0.18483727, std: 0.01041038, diversity: 3.9322)
Saved GA history to: /Users/ankitkumarsingh/Desktop/MMTP/Optimal_cost_reduction_in_electric_vehicle_Using_Priority_scheduling_and_Optimisation/ga_history_sjf.csv

=== GA Result Summary ===
Objective J (normalized weighted): -0.18894903140965963
F1 (cost, raw) : -13.942927756068288 F1_norm: -0.030704261041606288
F2 (deg, raw): 3.749055785579486 F2_norm: 0.009680332711285818
F3 (var, raw): 4737.265838993126 F3_norm: 0.000337702624960348
F4 (satisfaction, raw): 22.05329699873346 F4_norm: 0.7351098999332784
Penalties (raw): 0.0 Penalties_norm: 0.0
Violations (SoC, occ, grid): 0.0 0.0 0.0
Generations executed: 200

--- Derived Metrics ---
Average net energy cost per EV: -0.4647642585356096
Average battery degradation cost per EV: 0.12496852618598288
Grid load variance (raw F3): 4737.265838993126
Average user satisfaction (admitted EVs): 0.7351098999577821
Average waiting time (admitted EVs): 0.000 hours
Average waiting time (all EVs in pool): 4.873 hours
Fairness (Gini on delivered kWh): -1.381500624512173
