Loaded 250 EVs from /Users/ankitkumarsingh/Desktop/MMTP/Optimal_cost_reduction_in_electric_vehicle_Using_Priority_scheduling_and_Optimisation/evs_250.csv
=== SJF Admission ===

Total EVs: 250, Available chargers: 30
Gen 133 improved best J -> -0.19218887 (mean: -0.19128840, std: 0.00218177, diversity: 5.8889)
Gen 134 improved best J -> -0.19219404 (mean: -0.19103751, std: 0.00274801, diversity: 5.7772)
Gen 135 improved best J -> -0.19219702 (mean: -0.19135247, std: 0.00244387, diversity: 5.7027)
Gen 136 improved best J -> -0.19220673 (mean: -0.19128854, std: 0.00249334, diversity: 5.9068)
Gen 138 improved best J -> -0.19221007 (mean: -0.19156906, std: 0.00200274, diversity: 5.0807)
Gen 139 improved best J -> -0.19221555 (mean: -0.19182738, std: 0.00097766, diversity: 5.8083)
DEBUG Gen 140: invalid_inds_count=100
Gen 140 improved best J -> -0.19221749 (mean: -0.19114634, std: 0.00306053, diversity: 4.5501)
Gen 142 improved best J -> -0.19221885 (mean: -0.19158223, std: 0.00166889, diversity: 4.2766)
Gen 143 improved best J -> -0.19222961 (mean: -0.19162267, std: 0.00163180, diversity: 4.0178)
Gen 144 improved best J -> -0.19223695 (mean: -0.19183095, std: 0.00132524, diversity: 6.3063)
Gen 145 improved best J -> -0.19223739 (mean: -0.19137785, std: 0.00218699, diversity: 5.6494)
Gen 146 improved best J -> -0.19224265 (mean: -0.19122660, std: 0.00331053, diversity: 6.0656)
Gen 147 improved best J -> -0.19224545 (mean: -0.19119550, std: 0.00334048, diversity: 5.8146)
Gen 148 improved best J -> -0.19227202 (mean: -0.19167850, std: 0.00154017, diversity: 5.2684)
Gen 149 improved best J -> -0.19227258 (mean: -0.19138877, std: 0.00233214, diversity: 6.3440)
DEBUG Gen 150: invalid_inds_count=100
Gen 150 improved best J -> -0.19227495 (mean: -0.19179437, std: 0.00114387, diversity: 6.7159)
Gen 151 improved best J -> -0.19227631 (mean: -0.19126885, std: 0.00232379, diversity: 6.6200)
Gen 152 improved best J -> -0.19227905 (mean: -0.19087648, std: 0.00336045, diversity: 6.5878)
Gen 153 improved best J -> -0.19228010 (mean: -0.19096727, std: 0.00354141, diversity: 5.4868)
Gen 154 improved best J -> -0.19228540 (mean: -0.19170291, std: 0.00203152, diversity: 4.8548)
Gen 155 improved best J -> -0.19228773 (mean: -0.19127391, std: 0.00271026, diversity: 5.0425)
Gen 157 improved best J -> -0.19229000 (mean: -0.19142727, std: 0.00218562, diversity: 3.8094)
Gen 159 improved best J -> -0.19229349 (mean: -0.19142872, std: 0.00260200, diversity: 4.1846)
DEBUG Gen 160: invalid_inds_count=100
Gen 160 improved best J -> -0.19229993 (mean: -0.19163838, std: 0.00157936, diversity: 3.7856)
Gen 161 improved best J -> -0.19230289 (mean: -0.19188710, std: 0.00119569, diversity: 4.1751)
Gen 162 improved best J -> -0.19230508 (mean: -0.19125770, std: 0.00266064, diversity: 4.1019)
Gen 163 improved best J -> -0.19231275 (mean: -0.19079566, std: 0.00332385, diversity: 6.2636)
Gen 164 improved best J -> -0.19231707 (mean: -0.19125235, std: 0.00256008, diversity: 6.0215)
Gen 165 best J -0.19231707 (mean: -0.19141939, std: 0.00222045, diversity: 6.3032, no improve: 1)
Gen 167 improved best J -> -0.19231742 (mean: -0.19113926, std: 0.00259423, diversity: 6.0710)
Gen 168 improved best J -> -0.19232402 (mean: -0.19149278, std: 0.00204384, diversity: 5.2125)
DEBUG Gen 170: invalid_inds_count=100
Gen 170 improved best J -> -0.19232547 (mean: -0.19116259, std: 0.00361222, diversity: 4.2024)
Gen 171 improved best J -> -0.19232686 (mean: -0.19160900, std: 0.00159168, diversity: 5.4184)
Gen 172 improved best J -> -0.19233889 (mean: -0.19148422, std: 0.00229460, diversity: 6.2970)
Gen 173 improved best J -> -0.19234229 (mean: -0.19134890, std: 0.00226613, diversity: 8.1809)
Gen 175 improved best J -> -0.19234387 (mean: -0.19163665, std: 0.00160613, diversity: 9.8034)
Gen 176 improved best J -> -0.19237044 (mean: -0.19068738, std: 0.00314571, diversity: 8.7243)
Gen 178 improved best J -> -0.19237426 (mean: -0.19169398, std: 0.00182880, diversity: 10.6092)
Gen 179 improved best J -> -0.19237783 (mean: -0.19170315, std: 0.00217485, diversity: 10.9415)
DEBUG Gen 180: invalid_inds_count=100
Gen 180 improved best J -> -0.19238246 (mean: -0.19100438, std: 0.00309664, diversity: 10.2083)
Gen 181 improved best J -> -0.19238807 (mean: -0.19173828, std: 0.00152785, diversity: 9.2660)
Gen 183 improved best J -> -0.19239268 (mean: -0.19120763, std: 0.00343113, diversity: 9.3159)
Gen 184 improved best J -> -0.19239651 (mean: -0.19207189, std: 0.00106125, diversity: 8.5511)
Gen 185 best J -0.19239651 (mean: -0.19170218, std: 0.00172750, diversity: 9.3445, no improve: 1)
Gen 186 improved best J -> -0.19239850 (mean: -0.19169922, std: 0.00184965, diversity: 7.8351)
Gen 187 improved best J -> -0.19239922 (mean: -0.19111784, std: 0.00301569, diversity: 8.0301)
Gen 188 improved best J -> -0.19240446 (mean: -0.19174284, std: 0.00157620, diversity: 7.0583)
Gen 189 improved best J -> -0.19242021 (mean: -0.19145875, std: 0.00260866, diversity: 5.5086)
DEBUG Gen 190: invalid_inds_count=100
Gen 190 best J -0.19242021 (mean: -0.19160890, std: 0.00201468, diversity: 5.1504, no improve: 1)
Gen 191 improved best J -> -0.19242176 (mean: -0.19178432, std: 0.00144950, diversity: 5.1704)
Gen 193 improved best J -> -0.19243647 (mean: -0.19156367, std: 0.00264735, diversity: 5.9019)
Gen 194 improved best J -> -0.19244277 (mean: -0.19187014, std: 0.00146135, diversity: 5.5929)
Gen 195 improved best J -> -0.19244506 (mean: -0.19182616, std: 0.00154088, diversity: 4.2605)
Gen 196 improved best J -> -0.19244704 (mean: -0.19189085, std: 0.00183003, diversity: 6.4982)
Gen 197 improved best J -> -0.19245004 (mean: -0.19200850, std: 0.00173533, diversity: 4.7968)
Gen 198 improved best J -> -0.19245068 (mean: -0.19124772, std: 0.00306066, diversity: 5.9463)
DEBUG Gen 200: invalid_inds_count=100
Gen 200 improved best J -> -0.19245232 (mean: -0.19089970, std: 0.00374928, diversity: 4.3361)
Saved GA history to: /Users/ankitkumarsingh/Desktop/MMTP/Optimal_cost_reduction_in_electric_vehicle_Using_Priority_scheduling_and_Optimisation/ga_history_sjf.csv

=== GA Result Summary ===
Objective J (normalized weighted): -0.19245231932032594
F1 (cost, raw) : -5.882319579010644 F1_norm: -0.01305024488179009
F2 (deg, raw): 3.442146833248459 F2_norm: 0.008621955725916255
F3 (var, raw): 3640.2665145813244 F3_norm: 0.00026338473852097384
F4 (satisfaction, raw): 22.969331186684173 F4_norm: 0.7656443728639509
Penalties (raw): 0.0 Penalties_norm: 0.0
Violations (SoC, occ, grid): 0.0 0.0 0.0
Generations executed: 200

--- Derived Metrics ---
Average net energy cost per EV: -0.1960773193003548
Average battery degradation cost per EV: 0.11473822777494863
Grid load variance (raw F3): 3640.2665145813244
Average user satisfaction (admitted EVs): 0.7656443728894724
Average waiting time (admitted EVs): 0.000 hours
Average waiting time (all EVs in pool): 5.023 hours
Fairness (Gini on delivered kWh): -2.191213481499166
