Loaded 300 EVs from evs_300.csv
=== SJF Admission ===

Total EVs: 300, Available chargers: 30
Gen 110 improved best J -> -0.20457671 (mean: -0.20300973, std: 0.00358013, diversity: 12.9754)
Gen 111 improved best J -> -0.20460012 (mean: -0.20383748, std: 0.00174330, diversity: 14.0927)
Gen 112 improved best J -> -0.20460037 (mean: -0.20407855, std: 0.00133604, diversity: 13.6770)
Gen 113 improved best J -> -0.20460673 (mean: -0.20414000, std: 0.00097247, diversity: 14.3339)
Gen 114 improved best J -> -0.20464692 (mean: -0.20340681, std: 0.00247441, diversity: 14.4858)
Gen 115 improved best J -> -0.20466178 (mean: -0.20387929, std: 0.00224779, diversity: 14.8858)
Gen 116 improved best J -> -0.20470530 (mean: -0.20404146, std: 0.00163130, diversity: 13.5212)
Gen 117 improved best J -> -0.20474405 (mean: -0.20140226, std: 0.00967790, diversity: 14.9011)
Gen 118 improved best J -> -0.20476222 (mean: -0.20355927, std: 0.00364864, diversity: 15.1667)
Gen 119 improved best J -> -0.20478297 (mean: -0.20299840, std: 0.00497051, diversity: 16.7288)
DEBUG Gen 120: invalid_inds_count=100
Gen 120 improved best J -> -0.20480354 (mean: -0.20427088, std: 0.00148899, diversity: 16.7196)
Gen 121 improved best J -> -0.20481579 (mean: -0.20432056, std: 0.00129940, diversity: 15.3128)
Gen 122 improved best J -> -0.20485017 (mean: -0.20336618, std: 0.00391204, diversity: 16.3437)
Gen 123 improved best J -> -0.20485829 (mean: -0.20385163, std: 0.00360546, diversity: 15.3625)
Gen 124 improved best J -> -0.20489058 (mean: -0.20429796, std: 0.00140043, diversity: 14.3476)
Gen 125 best J -0.20489058 (mean: -0.20418914, std: 0.00185361, diversity: 15.2628, no improve: 1)
Gen 126 improved best J -> -0.20492637 (mean: -0.20389600, std: 0.00289686, diversity: 15.3091)
Gen 127 improved best J -> -0.20493730 (mean: -0.20386604, std: 0.00275585, diversity: 15.7532)
Gen 128 improved best J -> -0.20496253 (mean: -0.20375679, std: 0.00247616, diversity: 16.3776)
DEBUG Gen 130: invalid_inds_count=100
Gen 130 improved best J -> -0.20499403 (mean: -0.20399750, std: 0.00210863, diversity: 16.4097)
Gen 132 improved best J -> -0.20501275 (mean: -0.20367661, std: 0.00295136, diversity: 13.0936)
Gen 133 improved best J -> -0.20503125 (mean: -0.20411921, std: 0.00232364, diversity: 15.9402)
Gen 135 improved best J -> -0.20508407 (mean: -0.20356528, std: 0.00331871, diversity: 14.5166)
Gen 136 improved best J -> -0.20509769 (mean: -0.20368339, std: 0.00286820, diversity: 15.9965)
Gen 137 improved best J -> -0.20510923 (mean: -0.20382143, std: 0.00374666, diversity: 14.2392)
Gen 139 improved best J -> -0.20513035 (mean: -0.20390819, std: 0.00341660, diversity: 15.4165)
DEBUG Gen 140: invalid_inds_count=100
Gen 140 best J -0.20513035 (mean: -0.20370839, std: 0.00398110, diversity: 16.0707, no improve: 1)
Gen 141 improved best J -> -0.20521591 (mean: -0.20275946, std: 0.00645269, diversity: 15.2680)
Gen 144 improved best J -> -0.20526720 (mean: -0.20355554, std: 0.00364387, diversity: 15.3609)
Gen 145 best J -0.20526720 (mean: -0.20389678, std: 0.00302554, diversity: 14.9247, no improve: 1)
Gen 146 improved best J -> -0.20528698 (mean: -0.20367263, std: 0.00330784, diversity: 14.0369)
Gen 148 improved best J -> -0.20530495 (mean: -0.20430456, std: 0.00232720, diversity: 11.2224)
Gen 149 improved best J -> -0.20531357 (mean: -0.20454319, std: 0.00211508, diversity: 11.0567)
DEBUG Gen 150: invalid_inds_count=100
Gen 150 improved best J -> -0.20533350 (mean: -0.20487415, std: 0.00096849, diversity: 10.3499)
Gen 151 improved best J -> -0.20533414 (mean: -0.20430608, std: 0.00320072, diversity: 10.4796)
Gen 152 improved best J -> -0.20540222 (mean: -0.20347382, std: 0.00540000, diversity: 10.6201)
Gen 155 best J -0.20540222 (mean: -0.20311609, std: 0.00608975, diversity: 10.6450, no improve: 3)
Gen 156 improved best J -> -0.20542051 (mean: -0.20423042, std: 0.00399513, diversity: 11.6509)
Gen 157 improved best J -> -0.20542080 (mean: -0.20442104, std: 0.00237186, diversity: 12.1272)
Gen 158 improved best J -> -0.20542260 (mean: -0.20369761, std: 0.00598949, diversity: 11.0662)
Gen 159 improved best J -> -0.20542543 (mean: -0.20194960, std: 0.00647645, diversity: 11.8161)
DEBUG Gen 160: invalid_inds_count=100
Gen 160 improved best J -> -0.20545170 (mean: -0.20415691, std: 0.00437216, diversity: 11.1487)
Gen 161 improved best J -> -0.20546332 (mean: -0.20471536, std: 0.00236427, diversity: 7.6502)
Gen 163 improved best J -> -0.20547465 (mean: -0.20423832, std: 0.00390015, diversity: 7.9850)
Gen 164 improved best J -> -0.20549094 (mean: -0.20390236, std: 0.00373887, diversity: 8.5952)
Gen 165 improved best J -> -0.20549786 (mean: -0.20360153, std: 0.00547406, diversity: 7.7008)
Gen 166 improved best J -> -0.20550147 (mean: -0.20208746, std: 0.00880005, diversity: 7.2299)
Gen 167 improved best J -> -0.20551351 (mean: -0.20415621, std: 0.00393333, diversity: 7.9040)
Gen 168 improved best J -> -0.20552802 (mean: -0.20409220, std: 0.00446883, diversity: 7.7626)
Gen 169 improved best J -> -0.20552996 (mean: -0.20180267, std: 0.00905216, diversity: 9.0940)
DEBUG Gen 170: invalid_inds_count=100
Gen 170 improved best J -> -0.20553449 (mean: -0.20115741, std: 0.01398036, diversity: 9.4171)
Gen 171 improved best J -> -0.20554726 (mean: -0.20354537, std: 0.00579752, diversity: 7.4524)
Gen 172 improved best J -> -0.20555466 (mean: -0.20376528, std: 0.00528096, diversity: 7.6509)
Gen 174 improved best J -> -0.20556133 (mean: -0.20404923, std: 0.00599040, diversity: 6.1771)
Gen 175 best J -0.20556133 (mean: -0.20267359, std: 0.00859380, diversity: 8.1619, no improve: 1)
Gen 176 improved best J -> -0.20556252 (mean: -0.20296853, std: 0.00640107, diversity: 6.7216)
Gen 177 improved best J -> -0.20557070 (mean: -0.20310043, std: 0.00729644, diversity: 6.9757)
Gen 178 improved best J -> -0.20558056 (mean: -0.20294608, std: 0.00677812, diversity: 6.5187)
DEBUG Gen 180: invalid_inds_count=100
Gen 180 improved best J -> -0.20558759 (mean: -0.20239202, std: 0.00806193, diversity: 7.3864)
Gen 181 improved best J -> -0.20559765 (mean: -0.20380961, std: 0.00386069, diversity: 7.5194)
Gen 182 improved best J -> -0.20561636 (mean: -0.20387081, std: 0.00440722, diversity: 8.6380)
Gen 184 improved best J -> -0.20563113 (mean: -0.20412710, std: 0.00318681, diversity: 7.6153)
Gen 185 improved best J -> -0.20564217 (mean: -0.20381172, std: 0.00465476, diversity: 7.4099)
Gen 186 improved best J -> -0.20565792 (mean: -0.20259931, std: 0.00778612, diversity: 10.2141)
Gen 187 improved best J -> -0.20566122 (mean: -0.20264955, std: 0.00657170, diversity: 8.8583)
Gen 188 improved best J -> -0.20568015 (mean: -0.20349913, std: 0.00616094, diversity: 8.6534)
Gen 189 improved best J -> -0.20568632 (mean: -0.20424123, std: 0.00364745, diversity: 8.8198)
DEBUG Gen 190: invalid_inds_count=100
Gen 190 best J -0.20568632 (mean: -0.20287746, std: 0.00634785, diversity: 9.1802, no improve: 1)
Gen 191 improved best J -> -0.20569504 (mean: -0.20370989, std: 0.00496702, diversity: 9.5784)
Gen 193 improved best J -> -0.20571298 (mean: -0.20384840, std: 0.00396947, diversity: 8.8971)
Gen 195 improved best J -> -0.20571645 (mean: -0.20348022, std: 0.00650148, diversity: 8.3293)
Gen 197 improved best J -> -0.20572235 (mean: -0.20363920, std: 0.00467949, diversity: 9.8360)
Gen 198 improved best J -> -0.20573524 (mean: -0.20299631, std: 0.00681016, diversity: 9.5563)
DEBUG Gen 200: invalid_inds_count=100
Gen 200 improved best J -> -0.20573787 (mean: -0.20406001, std: 0.00508549, diversity: 11.0897)
Saved GA history to: /Users/ankitkumarsingh/Desktop/MMTP/Optimal_cost_reduction_in_electric_vehicle_Using_Priority_scheduling_and_Optimisation/ga_history_sjf.csv

=== GA Result Summary ===
Objective J (normalized weighted): -0.2057378663540292
F1 (cost, raw) : -29.0464570584266 F1_norm: -0.05763185924279557
F2 (deg, raw): 4.556019281911917 F2_norm: 0.014124563745962899
F3 (var, raw): 10012.39052748539 F3_norm: 0.0005794207481183675
F4 (satisfaction, raw): 23.400707720802096 F4_norm: 0.7800235906674025
Penalties (raw): 0.0 Penalties_norm: 0.0
Violations (SoC, occ, grid): 0.0 0.0 0.0
Generations executed: 200

--- Derived Metrics ---
Average net energy cost per EV: -0.9682152352808867
Average battery degradation cost per EV: 0.1518673093970639
Grid load variance (raw F3): 10012.39052748539
Average user satisfaction (admitted EVs): 0.7800235906934032
Average waiting time (admitted EVs): 0.000 hours
Average waiting time (all EVs in pool): 5.043 hours
Fairness (Gini on delivered kWh): -1.0266775283963923
